Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789916496,100,,Aggregated,89.800000,0.000000,860,910,940,950,990,1000,1100,1100,1100,1100,1100,3786,0,860,748.5039639825953,1.206791988806799,1137.448791996576,113.64923402007396
1789916497,100,,Aggregated,90.400000,0.000000,860,910,940,950,1000,1000,1100,1100,1100,1100,1100,3893,0,860,750.8602409797286,1.206791988806799,1137.448791996576,113.73079886976625
1789916498,100,,Aggregated,90.500000,0.000000,860,910,940,960,1000,1000,1100,1100,1100,1200,1200,3925,0,860,751.4380328476373,1.206791988806799,1206.6312500101048,113.63464968152866
1789916499,100,,Aggregated,92.000000,0.000000,860,920,940,960,1000,1000,1100,1100,1200,1300,1300,4027,0,860,755.2469568972015,1.206791988806799,1254.7050830035005,113.68065557486963
1789916500,100,,Aggregated,92.300000,0.000000,860,910,940,960,1000,1000,1100,1100,1200,1300,1300,4139,0,860,755.2746442991597,1.206791988806799,1254.7050830035005,113.68494805508577
1789916501,100,,Aggregated,91.700000,0.000000,860,910,940,960,1000,1000,1100,1100,1200,1300,1300,4249,0,860,756.0187663090638,1.206791988806799,1254.7050830035005,113.70322428806779
1789916502,100,,Aggregated,92.400000,0.000000,860,920,940,960,1000,1000,1100,1100,1200,1300,1300,4334,0,860,758.6202929573768,1.206791988806799,1254.7050830035005,113.82533456391324
1789916503,100,,Aggregated,92.200000,0.000000,860,910,940,960,1000,1000,1100,1100,1200,1300,1300,4378,0,860,757.6722244207857,1.206791988806799,1254.7050830035005,113.74234810415714
1789916504,100,,Aggregated,85.500000,0.000000,870,920,940,960,1000,1000,1100,1100,1200,1300,1300,4482,0,870,760.6029403755368,1.206791988806799,1254.7050830035005,113.85854529228023
1789916505,100,,Aggregated,92.300000,0.000000,870,920,940,960,1000,1000,1100,1100,1200,1300,1300,4588,0,870,761.4979706427786,1.206791988806799,1254.7050830035005,113.88251961639058
1789916506,100,,Aggregated,92.400000,0.000000,870,920,940,960,1000,1000,1100,1100,1200,1300,1300,4695,0,870,763.3810071116128,1.206791988806799,1254.7050830035005,113.92630457933973
1789916507,100,,Aggregated,92.300000,0.000000,870,920,940,960,1000,1000,1100,1100,1200,1300,1300,4791,0,870,764.013017101674,1.206791988806799,1254.7050830035005,113.93070340221249
1789916508,100,,Aggregated,89.800000,0.000000,860,920,940,960,1000,1000,1100,1100,1200,1300,1300,4832,0,860,762.3915607965733,1.206791988806799,1254.7050830035005,113.86506622516556
1789916509,100,,Aggregated,86.800000,0.000000,870,920,940,960,1000,1000,1100,1100,1200,1300,1300,4941,0,870,762.7533354873725,1.206791988806799,1254.7050830035005,113.82452944748027
1789916510,100,,Aggregated,90.600000,0.000000,870,920,940,960,1000,1000,1100,1100,1200,1300,1300,5052,0,870,763.4646944495006,1.206791988806799,1254.7050830035005,113.89014251781472
1789916511,100,,Aggregated,91.500000,0.000000,870,920,940,960,1000,1000,1100,1100,1200,1300,1300,5162,0,870,764.3890243327872,1.206791988806799,1254.7050830035005,113.86865555986051
1789916512,100,,Aggregated,91.400000,0.000000,870,920,940,960,1000,1000,1100,1100,1200,1300,1300,5235,0,870,764.8362231734102,1.206791988806799,1254.7050830035005,113.80248328557784
1789916513,100,,Aggregated,89.200000,0.000000,870,920,940,960,1000,1000,1100,1100,1200,1300,1300,5303,0,870,763.716280898309,1.206791988806799,1254.7050830035005,113.79011880067885
